TimeStamps,AnkleAccelerometer,,,AnkleAngularVelocity,,,AnkleLuminosity,RightPocketAccelerometer,,,RightPocketAngularVelocity,,,RightPocketLuminosity,BeltAccelerometer,,,BeltAngularVelocity,,,BeltLuminosity,NeckAccelerometer,,,NeckAngularVelocity,,,NeckLuminosity,WristAccelerometer,,,WristAngularVelocity,,,WristLuminosity,BrainSensor,Infrared1,Infrared2,Infrared3,Infrared4,Infrared5,Infrared6,Subject,Activity,Trial,
2018-07-11T13:40:55.540729,-1.029,-0.009,-0.096,-3.171,7.988,-52.317,214.369,0.492,-0.806,0.321,-9.207,-11.341,8.72,2.323,-0.249,-1.009,-0.002,7.866,1.951,3.11,12.246,0.785,0.291,-0.499,-2.378,2.866,11.463,559.825,-0.955,-0.008,0.396,47.561,5.793,-28.72,928.597,80,1,1,1,1,1,1,2,2,2,2
2018-07-11T13:40:55.589862,-1.029,-0.009,-0.096,1.341,8.171,-62.927,214.369,0.492,-0.806,0.321,-7.073,5.793,4.329,2.323,-0.267,-0.918,-0.041,10.976,-0.915,2.256,12.246,0.724,0.244,-0.427,-10.366,26.707,3.659,559.825,-0.854,0.021,0.42,31.463,0.305,-24.329,928.597,102,1,1,1,1,1,1,2,2,2,2
2018-07-11T13:40:55.712189,-1.188,-0.192,-0.078,15.427,15.61,-125.671,214.369,0.303,-0.646,0.259,66.768,-7.378,-1.89,2.323,-0.248,-0.846,-0.02,20.732,-6.463,15.366,12.246,0.612,0.211,-0.346,3.354,23.841,0.183,559.825,-0.737,-0.007,0.407,-3.78,-21.341,-6.463,928.597,105,1,1,1,1,1,1,2,2,2,2
2018-07-11T13:40:55.773353,-1.376,-0.173,-0.104,19.207,19.329,-179.268,214.369,0.332,-0.505,0.343,85.061,-6.098,8.902,2.323,-0.184,-0.627,0.042,30.183,-2.744,23.11,12.246,0.463,0.177,-0.234,10.488,16.524,2.012,559.825,-0.548,-0.056,0.328,-18.841,-34.573,-8.171,928.597,132,1,1,1,1,1,1,2,2,2,2
2018-07-11T13:40:55.829001,-1.376,-0.173,-0.104,-1.646,23.659,-209.146,214.369,0.332,-0.505,0.343,133.963,19.451,-10.305,2.323,-0.201,-0.584,0.152,27.317,9.268,18.598,12.246,0.556,0.181,-0.222,49.573,10.244,9.39,559.825,-0.472,-0.033,0.336,-28.598,-48.72,-0.366,928.597,-14,1,1,1,1,1,1,2,2,2,2
2018-07-11T13:40:55.882143,-0.145,-0.591,-0.112,-40.488,28.049,-211.768,214.369,0.244,-0.404,0.407,100.427,-10.549,6.402,2.323,-0.22,-0.57,0.139,11.768,-15.488,3.354,12.246,0.556,0.181,-0.222,55,13.354,11.098,559.825,-0.472,-0.033,0.336,-37.012,-41.098,9.451,928.597,-60,1,1,1,1,1,1,2,2,2,2
2018-07-11T13:40:55.930272,-0.215,-0.937,-0.288,-14.451,-1.22,-184.512,214.369,0.25,-0.416,0.208,-0.732,23.963,0.915,2.323,-0.22,-0.57,0.139,-12.683,-24.634,15.305,12.246,0.826,0.216,-0.04,42.988,69.756,10.61,559.825,-0.521,-0.219,0.871,-158.415,-4.085,13.232,928.597,200,1,1,1,1,1,1,2,2,2,2
2018-07-11T13:40:56.020513,0.021,-1.213,-0.289,64.085,11.341,-182.195,203.12,0.67,-0.708,0.361,-34.329,-25.366,44.329,2.323,-0.19,-0.787,-0.05,-56.89,-8.11,-8.902,12.246,0.819,0.165,-0.053,23.354,-99.024,-7.012,559.825,-0.83,-0.804,1.318,67.317,-33.78,27.683,1131.976,214,1,1,1,1,1,1,2,2,2,2
2018-07-11T13:40:56.068642,0.021,-1.213,-0.289,106.098,25.793,-200,203.12,0.67,-0.708,0.361,-44.634,-7.134,30.061,2.323,-0.267,-1.431,-0.112,-54.512,-2.195,-16.037,12.246,1.53,0.35,-1.018,6.463,-159.451,-7.5,559.825,-1.822,-0.309,1.109,81.341,-54.695,32.256,1131.976,137,1,1,1,1,1,1,2,2,2,2
2018-07-11T13:40:56.136323,0.521,-1.127,0.122,139.024,101.037,-39.512,203.12,1.492,-1.538,0.34,-36.22,-86.402,-98.11,2.323,-0.486,-2.584,-0.893,-174.146,59.024,-86.402,12.246,1.795,0.469,-0.81,-59.939,59.268,-22.317,559.825,-1.822,-0.309,1.109,-26.646,-67.866,21.402,1131.976,309,1,1,1,1,1,1,2,2,2,2
2018-07-11T13:40:56.187960,0.17,-1.61,0.272,-2.561,36.463,17.256,203.12,1.015,-2.224,0.927,-16.829,-148.537,-85.366,2.323,-0.486,-2.584,-0.893,-187.988,48.049,-74.939,12.246,1.795,0.469,-0.81,21.22,-200.488,-49.146,559.825,-1.718,-0.406,0.502,-11.585,-141.22,30.976,1131.976,188,1,1,1,1,1,1,2,2,2,2
2018-07-11T13:40:56.248302,0.17,-1.61,0.272,-40.305,-51.951,-7.805,203.12,0.448,-0.753,0.425,-133.537,-56.89,65.061,2.323,-0.484,-1.266,-0.451,-94.085,-9.146,-1.28,12.246,0.462,0.334,-0.728,62.012,-275.854,-35.366,559.825,-0.339,-0.162,0.379,93.354,-90.976,31.28,1131.976,172,1,1,1,1,1,1,2,2,2,2
2018-07-11T13:40:56.290414,-0.344,-1.593,-0.411,-53.841,11.463,-59.573,203.12,0.448,-0.753,0.425,-89.756,-115.61,48.354,2.323,-0.211,-0.247,-0.07,-156.829,19.695,-11.646,12.246,0.462,0.334,-0.728,22.195,-169.756,-54.634,559.825,-0.339,-0.162,0.379,119.817,-32.683,45.183,1131.976,-40,1,1,1,1,1,1,2,2,2,2
2018-07-11T13:40:56.399710,-0.551,-1.047,-0.054,25.244,16.646,-161.402,203.12,0.194,0.004,-0.103,-146.281,-54.39,6.22,2.323,0.019,-0.012,-0.035,-97.927,-51.463,-10.366,12.246,-0.096,-0.2,-0.004,44.695,-4.878,-6.22,559.825,-0.37,-0.021,-0.696,151.585,-3.963,64.024,1131.976,-60,1,1,1,1,1,1,2,2,2,2
2018-07-11T13:40:56.443830,-0.085,-0.524,0.234,37.988,20.61,-179.085,203.12,0.194,0.004,-0.103,-171.403,-47.134,-3.537,2.323,0.203,-0.134,0.043,-112.683,-0.061,-17.439,12.246,-0.096,-0.2,-0.004,157.439,104.878,33.476,559.825,-0.37,-0.021,-0.696,313.963,11.707,25.244,1131.976,-72,1,1,1,1,1,1,2,2,2,2
2018-07-11T13:40:56.503991,0.415,-0.705,0.033,99.695,15.488,-170.732,203.12,0.409,-0.186,-0.196,-136.585,-110.061,-5.427,2.323,0.203,-0.134,0.043,-131.646,29.939,-20.976,12.246,-0.244,-0.229,-0.345,-54.024,-25.183,-24.939,559.825,-2.44,0.333,-0.388,-142.683,-8.232,-126.463,1131.976,-278,1,1,1,1,1,1,2,2,2,2
2018-07-11T13:40:56.569666,0.415,-0.705,0.033,117.378,2.073,-142.622,203.12,0.229,-0.235,-0.897,-274.024,9.085,-50.488,2.323,0.067,-0.196,-0.386,-141.463,95.671,-30.183,12.246,-0.123,-0.125,-1.985,177.744,-177.561,33.963,559.825,-2.325,0.434,2.308,-236.585,-186.159,-169.146,1131.976,-262,1,1,1,1,1,1,2,2,2,2
2018-07-11T13:40:56.632334,0.661,-0.877,0.05,92.439,-16.463,-126.463,203.12,0.324,-0.103,-1.734,-155.366,-81.768,37.012,2.323,0.23,0.35,-2.192,-166.402,30,-26.585,12.246,0.198,0.403,-1.569,35.305,75.061,-130.549,559.825,0.082,-0.729,0.447,-27.744,5.427,7.561,1131.976,-94,1,1,1,1,1,1,2,2,2,2
2018-07-11T13:40:56.679460,0.783,-0.573,0.152,70.854,-19.085,-138.963,203.12,0.324,-0.103,-1.734,-187.134,-99.634,-26.89,2.323,0.711,0.028,-2.806,-119.39,39.939,-25.305,12.246,0.198,0.403,-1.569,70.427,-360.061,55.854,559.825,0.082,-0.729,0.447,-69.756,-89.573,9.695,1131.976,0,1,1,1,1,1,1,2,2,2,2
2018-07-11T13:40:56.727589,0.783,-0.573,0.152,21.585,-1.037,-179.939,203.12,0.509,0.148,-2.382,-148.11,-50.366,-15.366,2.323,0.711,0.028,-2.806,-107.256,13.841,-15.549,12.246,0.288,0.226,-1.468,37.195,306.585,-118.476,559.825,-0.994,-0.25,0.888,7.622,-46.829,33.72,1131.976,-3,1,1,1,1,1,1,2,2,2,2
2018-07-11T13:40:56.772207,0.761,0.201,0.174,30.854,102.927,-228.354,203.12,0.509,0.148,-2.382,-27.622,-9.512,5.183,2.323,-0.116,0.085,-1.728,-86.402,11.524,-8.415,12.246,-0.048,-0.831,-2.797,241.098,-307.805,54.878,559.825,-0.994,-0.25,0.888,102.805,17.927,54.024,1131.976,55,1,1,1,1,1,1,2,2,2,2
2018-07-11T13:40:56.839387,0.228,0.582,0.551,16.402,121.342,-210.793,203.12,0.197,-0.245,-1.16,73.354,-88.78,5.732,2.323,0.143,-0.121,-0.32,-33.476,-26.159,2.073,12.246,-0.048,-0.831,-2.797,118.171,-109.329,111.402,559.825,-0.779,0.717,1.177,-11.524,3.72,79.329,1131.976,84,1,1,1,1,1,1,2,2,2,2
2018-07-11T13:40:56.888518,0.228,0.582,0.551,19.512,110.976,-166.402,203.12,0.342,-0.055,-0.134,17.866,20.976,-90.305,2.323,0.143,-0.121,-0.32,-19.634,14.817,9.878,12.246,-0.232,-0.186,-1.124,-258.72,138.842,10.488,559.825,-0.447,-0.43,0.409,-35.427,-6.768,69.817,1131.976,155,1,1,1,1,1,1,2,2,2,2
2018-07-11T13:40:56.946175,-0.038,0.653,0.398,25.793,66.402,-74.146,203.12,-0.329,-0.104,-0.427,31.768,12.073,-30,2.323,-0.012,0.19,-0.36,-25.366,45.915,-23.78,12.246,-0.034,0.298,-0.484,-9.512,-42.683,12.439,559.825,-0.787,0.059,0.765,37.988,-35.854,44.329,1131.976,199,1,1,1,1,1,1,2,2,2,2
2018-07-11T13:40:56.992298,0.288,0.395,0.28,-19.085,60.549,-47.195,203.12,-0.329,-0.104,-0.427,70.427,-26.585,-17.622,2.323,-0.012,0.19,-0.36,-35.671,49.146,-32.317,12.246,-0.034,0.298,-0.484,15.061,19.878,0.427,559.825,-0.787,0.059,0.765,0.854,-87.195,97.5,1131.976,212,1,1,1,1,1,1,2,2,2,2
2018-07-11T13:40:57.047450,0.288,0.395,0.28,45.793,33.354,-19.451,203.12,0.047,0.021,-0.882,39.451,-7.256,-10.854,0,0.18,0.199,-0.728,22.073,50.366,6.22,0,-0.052,-0.341,-0.898,55.305,-87.683,39.817,25.191,-0.542,0.173,0.888,-1.402,-110.488,72.256,1131.976,124,1,1,0,0,1,1,2,2,2,2
2018-07-11T13:40:57.100592,1.086,0.766,0.861,71.341,11.707,-86.098,203.12,0.429,-0.348,-1.719,-7.622,26.463,-9.085,0,0.491,0.226,-1.432,0.183,30.122,1.524,0,0.101,0.158,-1.299,-62.561,156.281,25.915,25.191,-0.542,0.173,0.888,-27.561,-114.024,30.61,1131.976,149,1,1,0,0,1,1,2,2,2,2
2018-07-11T13:40:57.198355,0.549,1.576,1.257,-12.927,1.159,-92.134,203.12,0.259,-0.257,-0.825,17.927,12.927,-1.89,0,0.253,0.076,-1.134,26.098,-30.305,7.744,0,0.206,-0.019,-1.278,15.183,34.207,46.098,25.191,-0.147,-0.022,1.077,-75.549,-108.354,-7.5,1131.976,116,1,1,0,0,1,1,2,2,2,2
2018-07-11T13:40:57.254505,0.234,0.946,0.69,-87.073,-32.5,-11.768,203.12,0.259,-0.257,-0.825,32.134,-4.268,0.915,0,0.14,0.054,-0.623,35.244,-44.329,5.183,0,0.085,-0.042,-0.986,-35.427,-17.988,-6.707,25.191,-0.147,-0.022,1.077,-77.744,-40.732,-1.22,1131.976,56,1,1,0,0,1,1,2,2,2,2
2018-07-11T13:40:57.386359,0.908,0.384,0.341,70.732,-31.89,78.354,203.12,0.151,-0.21,-0.849,-20.732,0.976,-2.073,0,0.115,0.106,-0.735,-6.463,-0.854,-1.341,0,0.039,0.014,-1.02,2.439,-8.598,-3.415,25.191,-0.343,-0.004,0.99,22.012,-2.317,10.793,1131.976,138,1,1,0,0,1,1,2,2,2,2
2018-07-11T13:40:57.429474,0.908,0.384,0.341,94.207,-6.341,77.073,203.12,0.236,-0.248,-1.078,-26.28,7.927,-4.207,0,0.212,0.152,-1.07,-3.963,8.902,1.22,0,0.053,-0.004,-1.086,3.049,-8.902,-2.988,25.191,-0.257,0.103,1.105,6.768,-17.744,4.146,1131.976,202,1,1,0,0,1,1,2,2,2,11
2018-07-11T13:40:57.475602,0.591,0.55,0.771,70.732,4.634,69.085,203.12,0.236,-0.248,-1.078,-21.646,14.085,-4.695,0,0.2,0.138,-1.098,9.268,15.244,4.817,0,0.053,-0.004,-1.086,-9.268,-8.841,-0.854,25.191,-0.257,0.103,1.105,-9.634,-11.341,-2.622,1131.976,-28,1,1,0,0,1,1,2,2,2,11
2018-07-11T13:40:57.522728,0.591,0.55,0.771,18.902,-4.878,47.805,203.12,0.222,-0.231,-0.965,-2.866,13.78,-3.171,0,0.2,0.138,-1.098,10,6.646,3.354,0,0.051,-0.029,-1.104,-13.78,-12.5,-0.183,25.191,-0.227,-0.002,1.081,-12.195,1.28,-4.207,1131.976,136,1,1,0,0,1,1,2,2,2,11
2018-07-11T13:40:57.581889,0.646,0.448,0.736,2.439,-10.122,56.098,203.12,0.235,-0.19,-0.801,9.146,9.268,-2.134,0,0.18,0.072,-0.824,6.159,-1.159,0.976,0,0.047,0.061,-1.101,-23.11,6.829,2.012,25.191,-0.227,-0.002,1.081,-7.744,8.598,-3.171,1131.976,37,1,1,0,0,1,1,2,2,2,11
2018-07-11T13:40:57.641551,0.78,0.401,0.55,-21.402,-4.756,56.829,203.12,0.235,-0.19,-0.801,2.805,5.793,-2.927,0,0.238,0.062,-0.825,2.195,4.573,0.915,0,0.047,0.061,-1.101,-15.854,7.378,4.085,25.191,-0.286,-0.072,1.021,-10.305,-2.866,-0.793,1131.976,186,1,1,0,0,1,1,2,2,2,11
2018-07-11T13:40:57.698204,0.724,0.334,0.538,-39.817,-5.732,69.695,203.12,0.274,-0.171,-0.817,-10.427,0.976,-2.927,0,0.238,0.062,-0.825,2.866,6.646,1.524,0,0.052,0.107,-1.045,-8.963,2.439,0.122,25.191,-0.269,-0.073,1.052,-5.366,-10,0.183,1131.976,28,1,1,0,0,1,1,2,2,2,11
2018-07-11T13:40:57.757865,0.724,0.334,0.538,-42.134,-7.012,77.5,203.12,0.274,-0.192,-0.911,-11.707,3.72,-3.11,0,0.248,0.094,-0.979,6.341,6.646,2.683,0,0.049,0.075,-1.023,-9.085,0.427,-0.732,25.191,-0.225,-0.024,1.088,0.061,-3.78,0.915,1131.976,103,1,1,0,0,1,1,2,2,2,11
2018-07-11T13:40:57.806498,0.696,0.168,0.587,-45.488,-10.305,84.756,203.12,0.274,-0.192,-0.911,-9.634,5.244,-2.439,0,0.226,0.095,-0.997,4.878,-0.549,1.829,0,0.055,0.066,-1.074,2.866,0.122,0.244,25.191,-0.225,-0.024,1.088,1.28,4.329,0.549,1131.976,103,1,1,0,0,1,1,2,2,2,11
2018-07-11T13:40:57.851117,0.696,0.168,0.587,-41.646,-15,94.39,203.12,0.264,-0.199,-0.926,0.366,-1.22,0.61,0,0.226,0.095,-0.997,2.317,-5.671,0.915,0,0.055,0.066,-1.074,4.695,-1.28,0.976,25.191,-0.25,-0.021,1.065,3.415,6.646,-0.122,1131.976,20,1,1,0,0,1,1,2,2,2,11
2018-07-11T13:40:57.912281,0.659,0.027,0.587,-24.024,-22.988,121.098,203.12,0.256,-0.179,-0.854,1.89,-1.829,0.671,0,0.208,0.073,-0.893,2.195,-3.841,1.646,0,0.054,0.066,-1.072,6.524,-0.366,1.159,25.191,-0.276,-0.032,1.043,1.707,6.768,-0.122,1131.976,-27,1,1,0,0,1,1,2,2,2,11
2018-07-11T13:40:57.971438,0.659,-0.042,0.543,11.22,-26.768,140,203.12,0.253,-0.176,-0.854,-3.78,-1.585,-0.732,0,0.205,0.076,-0.883,0.366,-1.341,1.098,0,0.047,0.06,-1.038,6.89,0.976,0.854,25.191,-0.276,-0.032,1.043,0.61,1.707,0.122,1131.976,-8,1,1,0,0,1,1,2,2,2,11
2018-07-11T13:40:58.022575,0.483,-0.089,0.493,10.854,-29.207,171.403,318.198,0.253,-0.176,-0.854,-8.537,0.244,-2.378,0,0.205,0.076,-0.883,-2.439,2.5,0.305,0,0.047,0.06,-1.038,5.305,3.11,0.732,25.191,-0.254,-0.028,1.054,1.159,-5,0.305,1119.916,-22,0,1,0,0,0,0,2,2,2,11
2018-07-11T13:40:58.068197,0.483,-0.089,0.493,-3.049,-37.927,192.683,318.198,0.266,-0.184,-0.906,-11.829,2.317,-3.11,0,0.22,0.084,-0.964,-0.732,6.098,1.28,0,0.052,0.049,-1.071,3.476,-1.28,0.122,25.191,-0.254,-0.028,1.054,1.28,-2.622,0.244,1119.916,56,0,1,0,0,0,0,2,2,2,11
2018-07-11T13:40:58.117329,0.15,-0.323,0.351,20.366,-46.768,224.817,318.198,0.266,-0.184,-0.906,-14.817,4.939,-3.049,0,0.228,0.076,-0.938,6.402,3.354,4.268,0,0.052,0.049,-1.071,1.951,-4.512,0.122,25.191,-0.25,-0.008,1.072,0.061,4.268,-0.427,1119.916,87,0,1,0,0,0,0,2,2,2,11
2018-07-11T13:40:58.169480,0.15,-0.323,0.351,49.024,-45.366,258.049,318.198,0.279,-0.152,-0.898,-18.659,12.256,-4.634,0,0.228,0.076,-0.938,9.024,8.78,5.488,0,0.043,0.051,-1.126,1.28,0.183,0.61,25.191,-0.283,-0.022,1.062,-4.817,1.646,-1.402,1119.916,-38,0,1,0,0,0,0,2,2,2,11
2018-07-11T13:40:58.220617,-0.29,-0.425,0.292,32.073,-28.78,277.744,318.198,0.261,-0.106,-0.816,-15.976,7.744,-2.988,0,0.229,0.048,-0.855,17.012,11.22,7.805,0,0.004,0.054,-1.11,5.183,5.549,3.902,25.191,-0.283,-0.022,1.062,-7.561,-4.817,-2.622,1119.916,69,0,1,0,0,0,0,2,2,2,11
2018-07-11T13:40:58.288302,-0.716,-0.918,0.425,3.78,13.171,259.512,318.198,0.33,-0.063,-0.802,-22.317,7.561,-4.329,0,0.277,0.001,-0.911,33.72,1.037,14.024,0,0.04,0.038,-1.016,12.683,-11.402,-0.915,25.191,-0.274,-0.059,1.058,-16.463,-12.317,-4.512,1119.916,137,0,1,0,0,0,0,2,2,2,11
2018-07-11T13:40:58.352478,-0.854,-2.718,0.368,-116.89,3.476,211.098,318.198,0.33,-0.063,-0.802,-19.207,18.415,-8.171,0,0.282,0.007,-1.068,14.939,-4.085,4.024,0,0.04,0.038,-1.016,5.366,-32.195,1.951,25.191,-0.228,-0.075,1.027,-6.585,-10.732,-0.915,1119.916,103,0,1,0,0,0,0,2,2,2,11
2018-07-11T13:40:58.401609,-0.854,-2.718,0.368,-86.341,16.768,132.073,318.198,0.392,-0.083,-1.058,8.659,7.012,-2.012,0,0.282,0.007,-1.068,-4.39,4.146,-2.683,0,0.059,0.029,-0.936,-8.11,-2.378,-1.098,25.191,-0.14,-0.084,1.077,-4.756,-9.085,-0.366,1119.916,196,0,1,0,0,0,0,2,2,2,11
2018-07-11T13:40:58.459770,-0.517,-1.625,0.379,118.11,-22.317,-50.732,318.198,0.336,-0.157,-0.909,3.11,8.232,-4.207,0,0.175,-0.039,-0.946,-12.561,-0.854,-4.878,0,0.05,0.038,-1.069,-7.256,-0.427,0.488,25.191,-0.14,-0.084,1.077,3.11,-3.476,-1.89,1119.916,180,0,1,0,0,0,0,2,2,2,11
2018-07-11T13:40:58.526951,-0.087,-0.051,0.144,-196.403,41.463,-83.78,318.198,0.298,-0.058,-0.697,0,-25.427,4.329,0,0.24,-0.015,-0.864,-15.305,-5.366,-3.659,0,-0.002,0.072,-1.159,1.524,-12.927,1.037,25.191,-0.21,-0.08,1.098,2.439,11.341,2.317,1119.916,151,0,1,0,0,0,0,2,2,2,11
2018-07-11T13:40:58.631731,-0.025,-0.756,0.066,50.549,2.134,46.646,318.198,0.312,-0.07,-0.904,6.098,5.976,2.012,0,0.239,0.039,-0.897,7.5,-1.524,2.256,0,-0.047,0.05,-1.065,6.646,-4.756,1.22,25.191,-0.265,-0.075,1.052,5.244,13.171,2.805,1119.916,-23,0,1,0,0,0,0,2,2,2,11
2018-07-11T13:40:58.749546,-0.281,-0.756,0.473,86.22,-1.159,0.915,318.198,0.295,-0.078,-0.95,-3.537,4.878,-1.463,0,0.229,0.051,-0.961,-1.89,3.293,0,0,-0.039,0.018,-1.012,-3.11,7.561,-0.427,25.191,-0.251,-0.021,1.057,0.61,-4.024,-0.915,1119.916,-102,0,1,0,0,0,0,2,2,2,11
2018-07-11T13:40:58.805696,-0.281,-0.756,0.473,17.256,-1.28,15.183,318.198,0.306,-0.088,-0.843,-2.683,-0.427,-0.976,0,0.212,0.006,-0.921,-1.646,-1.89,-0.366,0,0.014,0.036,-1.101,-2.683,5.061,1.341,25.191,-0.212,-0.064,1.083,-6.037,-6.037,-1.463,1119.916,-258,0,1,0,0,0,0,2,2,2,11
2018-07-11T13:40:58.853324,-0.296,-0.765,0.424,-14.756,-3.11,11.646,318.198,0.338,-0.091,-0.848,-0.732,-1.402,-0.732,0,0.229,-0.011,-0.926,1.22,-0.61,-0.122,0,0.022,0.064,-1.098,0.061,0.732,0.854,25.191,-0.212,-0.064,1.083,-4.878,-1.159,-0.122,1119.916,-203,0,1,0,0,0,0,2,2,2,11
2018-07-11T13:40:58.898444,-0.296,-0.765,0.424,-6.098,-5.854,8.902,318.198,0.338,-0.091,-0.848,0,2.622,-1.585,0,0.229,-0.011,-0.926,2.988,0.488,0.183,0,0.022,0.064,-1.098,-1.28,1.463,0.61,25.191,-0.219,-0.075,1.057,-2.317,-0.122,0.488,1119.916,-120,0,1,0,0,0,0,2,2,2,11
2018-07-11T13:40:58.961613,-0.276,-1.072,0.263,18.598,-5.244,7.866,318.198,0.336,-0.094,-0.903,-3.415,-0.427,-1.037,0,0.231,0.011,-0.956,0.549,1.037,0.427,0,0.004,0.056,-1.033,2.256,-3.354,0.244,25.191,-0.244,-0.063,1.06,1.341,3.171,0.671,1119.916,1,0,1,0,0,0,0,2,2,2,11
2018-07-11T13:40:59.009240,-0.235,-0.898,0.355,28.354,-1.159,6.341,318.198,0.317,-0.072,-0.872,-1.829,-2.134,-0.183,0,0.229,0.023,-0.927,-1.402,0.61,0,0,-0.013,0.045,-1.055,5.488,-7.805,0.122,0.948,-0.244,-0.063,1.06,3.537,2.927,0.732,1119.916,54,0,1,0,1,0,0,2,2,2,11
2018-07-11T13:40:59.062883,-0.235,-0.898,0.355,36.037,1.89,3.232,318.198,0.317,-0.072,-0.872,0.671,-0.488,0.183,0,0.229,0.023,-0.927,-1.22,-1.037,0,0,-0.013,0.045,-1.055,3.841,-7.805,0.122,0.948,-0.253,-0.052,1.062,2.439,3.171,0.488,1119.916,60,0,1,0,1,0,0,2,2,2,11
2018-07-11T13:40:59.116526,-0.263,-0.865,0.484,20.366,1.463,-0.183,318.198,0.314,-0.068,-0.853,-1.524,-1.037,-0.183,0,0.225,0.02,-0.907,0.671,-1.646,0.244,0,-0.02,0.05,-1.097,4.573,0.427,0.671,0.948,-0.245,-0.055,1.059,0.244,-1.402,-0.061,1119.916,124,0,1,0,1,0,0,2,2,2,11
2018-07-11T13:40:59.164655,-0.277,-0.832,0.497,8.354,0.305,-0.854,318.198,0.326,-0.078,-0.877,-2.683,-0.61,-0.732,0,0.224,0.016,-0.938,1.037,-0.549,0.427,0,-0.007,0.036,-1.049,4.573,1.524,0.427,0.948,-0.245,-0.055,1.059,0.061,-2.317,-0.122,1119.916,195,0,1,0,1,0,0,2,2,2,11
2018-07-11T13:40:59.209775,-0.277,-0.832,0.497,-0.732,0.549,-0.61,318.198,0.326,-0.078,-0.877,-2.195,0.244,-0.854,0,0.224,0.016,-0.938,0.854,-0.061,0.366,0,-0.007,0.036,-1.049,-1.098,4.39,-0.122,0.948,-0.226,-0.053,1.065,-0.305,-1.89,-0.122,1119.916,146,0,1,0,1,0,0,2,2,2,11
2018-07-11T13:40:59.277457,-0.287,-0.87,0.446,-2.683,0.305,0.671,318.198,0.332,-0.086,-0.885,-0.183,-0.976,-0.305,0,0.219,0.009,-0.948,0.122,0.427,0.183,0,0.008,0.043,-1.067,-6.768,5.793,0.061,0.948,-0.23,-0.054,1.067,-0.183,1.585,0.183,1119.916,165,0,1,0,1,0,0,2,2,2,11
2018-07-11T13:40:59.338118,-0.275,-0.884,0.433,-1.402,0.854,0.488,318.198,0.324,-0.082,-0.871,-0.122,-1.159,-0.244,0,0.221,0.014,-0.929,0.488,0.793,0.244,0,0.002,0.055,-1.069,3.293,2.012,1.098,0.948,-0.23,-0.054,1.067,-0.549,1.646,0.427,1119.916,248,0,1,0,1,0,0,2,2,2,11
2018-07-11T13:40:59.397276,-0.267,-0.868,0.463,4.939,0.671,0.732,318.198,0.322,-0.071,-0.866,-0.549,-0.61,-0.305,0,0.229,0.019,-0.922,0.671,1.098,0.427,0,-0.003,0.042,-1.061,9.024,2.866,0.915,0.948,-0.249,-0.069,1.063,2.073,1.646,0.305,1119.916,245,0,1,0,1,0,0,2,2,2,11
2018-07-11T13:40:59.443901,-0.267,-0.868,0.463,3.598,0.427,0.549,318.198,0.322,-0.071,-0.866,-0.793,-0.427,-0.366,0,0.229,0.019,-0.922,0.61,1.037,0.366,0,-0.003,0.042,-1.061,2.927,0,0.427,0.948,-0.243,-0.051,1.055,1.707,-0.488,-0.183,1119.916,230,0,1,0,1,0,0,2,2,2,11
2018-07-11T13:40:59.493534,-0.268,-0.866,0.469,0.244,0.366,0.183,318.198,0.327,-0.074,-0.872,-1.098,-0.671,-0.488,0,0.229,0.018,-0.933,0.183,0.427,0.244,0,-0.002,0.036,-1.077,2.012,-1.463,0.244,0.948,-0.243,-0.051,1.055,-1.402,-1.28,-0.305,1119.916,68,0,1,0,1,0,0,2,2,2,11
2018-07-11T13:40:59.538654,-0.268,-0.866,0.469,-1.341,0.427,-0.061,318.198,0.327,-0.074,-0.872,-1.341,-0.915,-0.488,0,0.229,0.018,-0.933,0.61,0.244,0.366,0,-0.002,0.036,-1.077,4.695,-3.476,0.488,0.948,-0.233,-0.056,1.067,-0.549,-0.976,-0.061,1119.916,-23,0,1,0,1,0,0,2,2,2,11
2018-07-11T13:40:59.598815,-0.275,-0.869,0.452,-0.732,1.098,-0.183,318.198,0.326,-0.079,-0.874,-0.366,-1.037,-0.244,0,0.224,0.014,-0.937,0.976,-0.732,0.366,0,-0.004,0.032,-1.061,0.915,-0.793,0.183,0.948,-0.236,-0.059,1.06,-0.61,1.159,0.244,1119.916,32,0,1,0,1,0,0,2,2,2,11
2018-07-11T13:40:59.650453,-0.277,-0.871,0.455,-0.183,0.976,0.061,318.198,0.326,-0.079,-0.876,-0.305,-1.28,-0.122,0,0.222,0.015,-0.932,0.671,-0.549,0.366,0,-0.004,0.034,-1.061,-1.707,1.524,0.061,0.948,-0.236,-0.059,1.06,0.549,0.366,0.305,1119.916,150,0,1,0,1,0,0,2,2,2,11
2018-07-11T13:40:59.715627,-0.272,-0.869,0.461,0,0.549,0.183,318.198,0.324,-0.076,-0.871,-0.427,-0.915,-0.244,0,0.224,0.016,-0.929,0.305,0.305,0.305,0,-0.005,0.036,-1.072,1.341,-0.671,0.366,0.948,-0.241,-0.058,1.062,0.427,0.488,0.366,1119.916,346,0,1,0,1,0,0,2,2,2,11
